start-time             |end-time               |dur     |rtt     |pro|sip                                     |sp   |pkt     |oct     |at|srcMacAddr       |dip                                     |dp   |rpkt    |roct    |ra|destMacAddr      |iflags  |uflags  |riflags |ruflags |isn     |risn    |in   |out  |tag|app  |tos|end   |collector
2019-01-04 02:05:34.558|2019-01-04 02:05:35.949|   1.391|   0.243|  6|                            192.168.1.27|64473|      11|    1774|00|00:00:00:00:00:00|                            185.99.24.88|  443|       8|     772|00|00:00:00:00:00:00|       S|    APRF|      AS|     APF|2f3e5573|80285102|    0|    0|000|    0| 00|      |C1
2019-01-04 02:05:35.949|2019-01-04 02:05:35.949|   0.000|   0.000|  6|                            192.168.1.27|64473|       1|      40|00|00:00:00:00:00:00|                            185.99.24.88|  443|       0|       0|00|00:00:00:00:00:00|       R|       0|       0|       0|2f3e5a26|00000000|    0|    0|000|    0| 00|      |C1
2019-01-04 02:05:35.949|2019-01-04 02:05:35.949|   0.000|   0.000|  6|                            192.168.1.27|64473|       1|      40|00|00:00:00:00:00:00|                            185.99.24.88|  443|       0|       0|00|00:00:00:00:00:00|       R|       0|       0|       0|2f3e5a27|00000000|    0|    0|000|    0| 00|      |C1
2019-01-04 02:05:36.447|2019-01-04 02:05:36.456|   0.009|   0.009|  6|                            185.99.24.88|  443|       1|      52|00|00:00:00:00:00:00|                            192.168.1.27|64473|       1|      40|00|00:00:00:00:00:00|      AF|       0|       R|       0|8028525f|2f3e5a27|    0|    0|000|    0| 00|      |C1
2019-01-04 02:05:39.766|2019-01-04 02:05:40.393|   0.627|   0.004|  6|                            192.168.1.27|64475|     180|   10397|00|00:00:00:00:00:00|                            23.7.219.212|  443|     203|  283368|00|00:00:00:00:00:00|       S|    APRF|      AS|     APF|292baa3a|1828addc|    0|    0|000|    0| 00|      |C1
2019-01-04 02:05:40.393|2019-01-04 02:05:40.393|   0.000|   0.000|  6|                            192.168.1.27|64475|       1|      40|00|00:00:00:00:00:00|                            23.7.219.212|  443|       0|       0|00|00:00:00:00:00:00|       R|       0|       0|       0|292bad64|00000000|    0|    0|000|    0| 00|      |C1
2019-01-04 02:05:40.394|2019-01-04 02:05:40.394|   0.000|   0.000|  6|                            192.168.1.27|64475|       1|      40|00|00:00:00:00:00:00|                            23.7.219.212|  443|       0|       0|00|00:00:00:00:00:00|       R|       0|       0|       0|292bad65|00000000|    0|    0|000|    0| 00|      |C1
2019-01-04 02:05:38.549|2019-01-04 02:05:40.745|   2.196|   0.215|  6|                            192.168.1.27|64474|      14|    1207|00|00:00:00:00:00:00|                           17.172.224.35|  443|      11|    5116|00|00:00:00:00:00:00|       S|     APF|      AS|     APF|470d30cd|c56c1a1c|    0|    0|000|    0| 00|      |C1
2019-01-04 02:05:56.446|2019-01-04 02:05:56.455|   0.009|   0.003|  6|                           17.250.120.17|  443|       4|     257|00|00:00:00:00:00:00|                            192.168.1.27|64441|       4|     231|00|00:00:00:00:00:00|      AP|    APRF|      AP|       A|9c134c54|4a61d80c|    0|    0|000|    0| 00|      |C1
2019-01-04 02:05:56.455|2019-01-04 02:05:56.455|   0.000|   0.000|  6|                           17.250.120.17|  443|       1|      40|00|00:00:00:00:00:00|                            192.168.1.27|64441|       0|       0|00|00:00:00:00:00:00|       R|       0|       0|       0|9c134c91|00000000|    0|    0|000|    0| 00|      |C1
2019-01-04 02:05:56.455|2019-01-04 02:05:56.455|   0.000|   0.000|  6|                           17.250.120.17|  443|       1|      40|00|00:00:00:00:00:00|                            192.168.1.27|64441|       0|       0|00|00:00:00:00:00:00|       R|       0|       0|       0|9c134c92|00000000|    0|    0|000|    0| 00|      |C1
2019-01-04 02:05:56.458|2019-01-04 02:05:56.458|   0.000|   0.000|  6|                            192.168.1.27|64441|       1|      40|00|00:00:00:00:00:00|                           17.250.120.17|  443|       0|       0|00|00:00:00:00:00:00|      AR|       0|       0|       0|4a61d823|00000000|    0|    0|000|    0| 00|      |C1
2019-01-04 02:05:03.716|2019-01-04 02:05:03.732|   0.016|   0.016| 17|                            192.168.1.27|62286|       1|      81|00|00:00:00:00:00:00|                             192.168.1.1|   53|       1|     111|00|00:00:00:00:00:00|       0|       0|       0|       0|00000000|00000000|    0|    0|000|    0| 00|   eof|C1
2019-01-04 02:05:14.479|2019-01-04 02:05:14.763|   0.284|   0.284| 17|                            192.168.1.27|64161|       1|      62|00|00:00:00:00:00:00|                             192.168.1.1|   53|       1|      78|00|00:00:00:00:00:00|       0|       0|       0|       0|00000000|00000000|    0|    0|000|    0| 00|   eof|C1
2019-01-04 02:05:16.533|2019-01-04 02:05:16.533|   0.000|   0.000|  6|                            185.99.24.88|  443|       1|      52|00|00:00:00:00:00:00|                            192.168.1.27|64468|       0|       0|00|00:00:00:00:00:00|       A|       0|       0|       0|9626da11|00000000|    0|    0|000|    0| 00|   eof|C1
2019-01-04 02:05:19.209|2019-01-04 02:05:19.209|   0.000|   0.000|  6|                            185.99.24.88|  443|       1|      52|00|00:00:00:00:00:00|                            192.168.1.27|64469|       0|       0|00|00:00:00:00:00:00|       A|       0|       0|       0|7aabb3c7|00000000|    0|    0|000|    0| 00|   eof|C1
2019-01-04 02:05:20.014|2019-01-04 02:05:20.069|   0.055|   0.055| 17|                            192.168.1.27|50997|       1|      65|00|00:00:00:00:00:00|                             192.168.1.1|   53|       1|     131|00|00:00:00:00:00:00|       0|       0|       0|       0|00000000|00000000|    0|    0|000|    0| 00|   eof|C1
2019-01-04 02:05:38.438|2019-01-04 02:05:38.455|   0.017|   0.017| 17|                            192.168.1.27|60446|       1|      56|00|00:00:00:00:00:00|                             192.168.1.1|   53|       1|     104|00|00:00:00:00:00:00|       0|       0|       0|       0|00000000|00000000|    0|    0|000|    0| 00|   eof|C1
2019-01-04 02:05:39.697|2019-01-04 02:05:39.757|   0.060|   0.060| 17|                            192.168.1.27|56998|       1|      62|00|00:00:00:00:00:00|                             192.168.1.1|   53|       1|     205|00|00:00:00:00:00:00|       0|       0|       0|       0|00000000|00000000|    0|    0|000|    0| 00|   eof|C1
2019-01-04 02:06:03.021|2019-01-04 02:06:03.045|   0.024|   0.024| 17|                            192.168.1.27|60091|       1|      72|00|00:00:00:00:00:00|                             192.168.1.1|   53|       1|      88|00|00:00:00:00:00:00|       0|       0|       0|       0|00000000|00000000|    0|    0|000|    0| 00|   eof|C1
2019-01-04 02:06:03.037|2019-01-04 02:06:03.052|   0.015|   0.015| 17|                            192.168.1.27|57125|       1|      55|00|00:00:00:00:00:00|                             192.168.1.1|   53|       1|     103|00|00:00:00:00:00:00|       0|       0|       0|       0|00000000|00000000|    0|    0|000|    0| 00|   eof|C1
2019-01-04 02:06:03.021|2019-01-04 02:06:03.088|   0.067|   0.067| 17|                            192.168.1.27|62726|       1|      75|00|00:00:00:00:00:00|                             192.168.1.1|   53|       1|     161|00|00:00:00:00:00:00|       0|       0|       0|       0|00000000|00000000|    0|    0|000|    0| 00|   eof|C1
2019-01-04 02:06:04.016|2019-01-04 02:06:04.072|   0.056|   0.056| 17|                            192.168.1.27|50841|       1|      71|00|00:00:00:00:00:00|                             192.168.1.1|   53|       1|      87|00|00:00:00:00:00:00|       0|       0|       0|       0|00000000|00000000|    0|    0|000|    0| 00|   eof|C1
2019-01-04 02:06:04.082|2019-01-04 02:06:36.849|  32.767|   0.174|  6|                            192.168.1.27|64476|      11|    2534|00|00:00:00:00:00:00|                            17.137.163.3|  443|       9|    4414|00|00:00:00:00:00:00|       S|      AP|      AS|     APF|0119b4b2|8201c7da|    0|    0|000|    0| 00|   eof|C1
stats|43|660|0|0|0|0|6|12|192.168.1.37|53245|5083|78032|C1
