start-time             |end-time               |dur     |rtt     |pro|sip                                     |sp   |pkt     |oct     |at|srcMacAddr       |dip                                     |dp   |rpkt    |roct    |ra|destMacAddr      |iflags  |uflags  |riflags |ruflags |isn     |risn    |in   |out  |tag|app  |tos|end   |collector
2019-05-30 15:11:36.698|2019-05-30 15:11:36.711|   0.013|   0.013| 17|                               10.23.4.2|58170|       1|      78|00|00:00:00:00:00:00|                                 8.8.8.8|   53|       1|     206|00|00:00:00:00:00:00|       0|       0|       0|       0|00000000|00000000|    0|    0|000|    0| 00|  idle|C1
2019-05-30 15:17:03.578|2019-05-30 15:17:04.717|   1.139|   0.015|  6|                               10.23.4.2|49592|      18|    2241|00|00:00:00:00:00:00|                          149.154.167.92|  443|      13|    2473|00|00:00:00:00:00:00|       S|     APF|      AS|     APF|9284a4e7|50cc092d|    0|    0|000|    0| 00|      |C1
2019-05-30 15:17:03.578|2019-05-30 15:17:04.717|   1.139|   0.015|  6|                               10.23.4.2|49591|       6|     477|00|00:00:00:00:00:00|                          149.154.167.92|  443|       3|     253|00|00:00:00:00:00:00|       S|     APF|      AS|     APF|a9df0b3a|45a7572d|    0|    0|000|    0| 00|      |C1
2019-05-30 15:17:11.262|2019-05-30 15:17:12.439|   1.177|   0.015|  6|                               10.23.4.2|49593|      10|     950|00|00:00:00:00:00:00|                          149.154.167.92|  443|       6|     883|00|00:00:00:00:00:00|       S|     APF|      AS|     APF|805d5ef5|054055fe|    0|    0|000|    0| 00|      |C1
2019-05-30 15:17:11.262|2019-05-30 15:17:12.440|   1.178|   0.015|  6|                               10.23.4.2|49594|       6|     509|00|00:00:00:00:00:00|                          149.154.167.92|  443|       3|     253|00|00:00:00:00:00:00|       S|     APF|      AS|     APF|1a38e0d2|f46d0a5d|    0|    0|000|    0| 00|      |C1
2019-05-30 15:18:40.555|2019-05-30 15:18:41.711|   1.156|   0.016|  6|                               10.23.4.2|49595|      10|     934|00|00:00:00:00:00:00|                          149.154.167.92|  443|       6|    1011|00|00:00:00:00:00:00|       S|     APF|      AS|     APF|4d4e3a71|3f8eee29|    0|    0|000|    0| 00|      |C1
2019-05-30 15:18:40.556|2019-05-30 15:18:41.715|   1.159|   0.016|  6|                               10.23.4.2|49596|       6|     509|00|00:00:00:00:00:00|                          149.154.167.92|  443|       3|     253|00|00:00:00:00:00:00|       S|     APF|      AS|     APF|5333fb4a|6898c811|    0|    0|000|    0| 00|      |C1
2019-05-30 15:18:41.779|2019-05-30 15:18:42.132|   0.353|   0.016|  6|                               10.23.4.2|49487|      16|    1535|00|00:00:00:00:00:00|                           17.242.57.246|  443|      16|   12437|00|00:00:00:00:00:00|       S|    APRF|      AS|     APF|4c4cb7f1|ed78ae54|    0|    0|000|    0| 00|      |C1
2019-05-30 15:18:42.132|2019-05-30 15:18:42.132|   0.000|   0.000|  6|                               10.23.4.2|49487|       1|      40|00|00:00:00:00:00:00|                           17.242.57.246|  443|       0|       0|00|00:00:00:00:00:00|       R|       0|       0|       0|4c4cbab1|00000000|    0|    0|000|    0| 00|      |C1
2019-05-30 15:18:42.132|2019-05-30 15:18:42.132|   0.000|   0.000|  6|                               10.23.4.2|49487|       1|      40|00|00:00:00:00:00:00|                           17.242.57.246|  443|       0|       0|00|00:00:00:00:00:00|       R|       0|       0|       0|4c4cbab2|00000000|    0|    0|000|    0| 00|      |C1
